No,FieldIndex,Explanation,Piece,TargetYN,Except1,Except2,ListYN,IsLeaf,SourceType,IsEnum,Title,Description,Rules,Depth,L1,L2,L3,L4,L5,L6,L7,Idx,Type
281,resultsSection.outcomeMeasuresModule.outcomeMeasures.groups,"An arm/group for outcome reporting (e.g., Placebo, Treatment A).",OutcomeGroup,N,,,Y,N,STRUCT,N,,,,4,resultsSection,outcomeMeasuresModule,outcomeMeasures,groups,,,,198.1.1.1,STRUCT - MeasureGroup[]
282,resultsSection.outcomeMeasuresModule.outcomeMeasures.groups.id,Identifier for an outcome group.,OutcomeGroupId,N,,,N,Y,TEXT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,groups,id,,,198.1.1.1.1,TEXT - text
283,resultsSection.outcomeMeasuresModule.outcomeMeasures.groups.title,Short name of the outcome group.,OutcomeGroupTitle,N,,,N,Y,TEXT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,groups,title,,,198.1.1.1.1,TEXT - text
284,resultsSection.outcomeMeasuresModule.outcomeMeasures.groups.description,Text description of the outcome group or intervention.,OutcomeGroupDescription,N,,,N,Y,MARKUP,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,groups,description,,,198.1.1.1.1,MARKUP - markup
285,resultsSection.outcomeMeasuresModule.outcomeMeasures.denoms,A denominator definition with units and per‑group counts.,OutcomeDenom,N,,,Y,N,STRUCT,N,,,,4,resultsSection,outcomeMeasuresModule,outcomeMeasures,denoms,,,,198.1.1.1,STRUCT - Denom[]
286,resultsSection.outcomeMeasuresModule.outcomeMeasures.denoms.units,"Unit of the denominator (e.g., Participants).",OutcomeDenomUnits,N,,,N,Y,TEXT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,denoms,units,,,198.1.1.1.1,TEXT - text
287,resultsSection.outcomeMeasuresModule.outcomeMeasures.denoms.counts,Container for one group’s denominator count.,OutcomeDenomCount,N,,,Y,N,STRUCT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,denoms,counts,,,198.1.1.1.1,STRUCT - DenomCount[]
288,resultsSection.outcomeMeasuresModule.outcomeMeasures.denoms.counts.groupId,Group ID the denominator count refers to.,OutcomeDenomCountGroupId,N,,,N,Y,TEXT,N,,,,6,resultsSection,outcomeMeasuresModule,outcomeMeasures,denoms,counts,groupId,,198.1.1.1.1.1,TEXT - text
289,resultsSection.outcomeMeasuresModule.outcomeMeasures.denoms.counts.value,Numeric count value for the group’s denominator.,OutcomeDenomCountValue,N,,,N,Y,TEXT,N,,,,6,resultsSection,outcomeMeasuresModule,outcomeMeasures,denoms,counts,value,,198.1.1.1.1.1,TEXT - text
290,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes,"A row grouping (e.g., 'Week 12').",OutcomeClass,N,,,Y,N,STRUCT,N,,,,4,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,,,,198.1.1.1,STRUCT - MeasureClass[]
291,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.title,Title of the class/timepoint row.,OutcomeClassTitle,N,,,N,Y,TEXT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,title,,,198.1.1.1.1,TEXT - text
292,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.denoms,Denominator structure used to compute percentages for this table.,OutcomeClassDenom,N,,,Y,N,STRUCT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,denoms,,,198.1.1.1.1,STRUCT - Denom[]
293,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.denoms.units,Unit label used for counts or measurements.,OutcomeClassDenomUnits,N,,,N,Y,TEXT,N,,,,6,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,denoms,units,,198.1.1.1.1.1,TEXT - text
294,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.denoms.counts,Numeric value associated with this element.,OutcomeClassDenomCount,N,,,Y,N,STRUCT,N,,,,6,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,denoms,counts,,198.1.1.1.1.1,STRUCT - DenomCount[]
295,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.denoms.counts.groupId,Identifier string for this element.,OutcomeClassDenomCountGroupId,N,,,N,Y,TEXT,N,,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,denoms,counts,groupId,198.1.1.1.1.1.1,TEXT - text
296,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.denoms.counts.value,Numeric value associated with this element.,OutcomeClassDenomCountValue,N,,,N,Y,TEXT,N,,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,denoms,counts,value,198.1.1.1.1.1.1,TEXT - text
297,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories,A specific subcategory under a class row (if any).,OutcomeCategory,N,,,Y,N,STRUCT,N,Outcome Category,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,,,198.1.1.1.1,STRUCT - MeasureCategory[]
298,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.title,Short human-readable title/name.,OutcomeCategoryTitle,N,,,N,Y,TEXT,N,Category Title,,,6,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,title,,198.1.1.1.1.1,TEXT - text
299,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements,One group’s reported value (and optional spread) for the category.,OutcomeMeasurement,N,,,Y,N,STRUCT,N,,,,6,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,,198.1.1.1.1.1,STRUCT - Measurement[]
300,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements.groupId,Group ID for which the outcome value applies.,OutcomeMeasurementGroupId,N,,,N,Y,TEXT,N,Group ID,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,groupId,198.1.1.1.1.1.1,TEXT - text
301,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements.value,Reported value for the group (number or text).,OutcomeMeasurementValue,N,,,N,Y,TEXT,N,data,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,value,198.1.1.1.1.1.1,TEXT - text
302,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements.spread,"Reported spread (e.g., SD, SE) for that value.",OutcomeMeasurementSpread,N,,,N,Y,TEXT,N,data,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,spread,198.1.1.1.1.1.1,TEXT - text
303,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements.lowerLimit,"Lower bound of a reported interval (e.g., CI), if applicable.",OutcomeMeasurementLowerLimit,N,,,N,Y,TEXT,N,data,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,lowerLimit,198.1.1.1.1.1.1,TEXT - text
304,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements.upperLimit,"Upper bound of a reported interval (e.g., CI), if applicable.",OutcomeMeasurementUpperLimit,N,,,N,Y,TEXT,N,data,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,upperLimit,198.1.1.1.1.1.1,TEXT - text
305,resultsSection.outcomeMeasuresModule.outcomeMeasures.classes.categories.measurements.comment,Free‑text note for a specific measurement value.,OutcomeMeasurementComment,N,,,N,Y,MARKUP,N,Comments for N/A values,,,7,resultsSection,outcomeMeasuresModule,outcomeMeasures,classes,categories,measurements,comment,198.1.1.1.1.1.1,MARKUP - markup
306,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysis,N,,,Y,N,STRUCT,N,Outcome Measure Analysis,"Result(s) of scientifically appropriate tests of statistical significance of the primary and secondary outcome measures, if any. Such analyses include: pre-specified in the protocol and/or statistical analysis plan; made public by the sponsor or responsible party; conducted on a primary outcome measure in response to a request made by FDA.
 If a statistical analysis is reported ""Comparison Group Selection"" and ""Type of Statistical Test"" are required. In addition, one of the following data elements are required with the associated information: ""P-Value,"" ""Estimation Parameter,"" or ""Other Statistical Analysis.""",Conditionally Required,4,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,,,,198.1.1.1,STRUCT (max 40 chars) - MeasureAnalysis[]
307,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.paramType,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisParamType,N,,,N,Y,TEXT,N,Estimation Parameter,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,paramType,,,198.1.1.1.1,TEXT - text
308,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.paramValue,Numeric value associated with this element.,OutcomeAnalysisParamValue,N,,,N,Y,TEXT,N,Estimated Value,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,paramValue,,,198.1.1.1.1,TEXT - text
309,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.dispersionType,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisDispersionType,N,,,N,Y,TEXT,Y,Estimation Dispersion Type,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,dispersionType,,,198.1.1.1.1,TEXT - AnalysisDispersionType
310,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.dispersionValue,Numeric value associated with this element.,OutcomeAnalysisDispersionValue,N,,,N,Y,TEXT,N,Parameter Dispersion Value,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,dispersionValue,,,198.1.1.1.1,TEXT (max 40 chars) - text
311,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.statisticalMethod,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisStatisticalMethod,N,,,N,Y,TEXT,N,Statistical Method,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,statisticalMethod,,,198.1.1.1.1,TEXT (max 150 chars) - text
312,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.statisticalComment,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisStatisticalComment,N,,,N,Y,MARKUP,N,Statistical Comment,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,statisticalComment,,,198.1.1.1.1,MARKUP - markup
313,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.pValue,Numeric value associated with this element.,OutcomeAnalysisPValue,N,,,N,Y,TEXT,N,P-Value,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,pValue,,,198.1.1.1.1,TEXT (max 250 chars) - text
314,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.pValueComment,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisPValueComment,N,,,N,Y,MARKUP,N,P-Value Comment,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,pValueComment,,,198.1.1.1.1,MARKUP - markup
315,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciNumSides,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisCINumSides,N,,,N,Y,TEXT,Y,Number of Sides for Confidence Interval,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciNumSides,,,198.1.1.1.1,TEXT - ConfidenceIntervalNumSides
316,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciPctValue,Numeric value associated with this element.,OutcomeAnalysisCIPctValue,N,,,N,Y,TEXT,N,Percentage for Confidence Interval,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciPctValue,,,198.1.1.1.1,TEXT - text
317,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciLowerLimit,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisCILowerLimit,N,,,N,Y,TEXT,N,Lower Limit for 2-sided Confidence Interval,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciLowerLimit,,,198.1.1.1.1,TEXT - text
318,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciUpperLimit,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisCIUpperLimit,N,,,N,Y,TEXT,N,Upper Limit for 2-sided Confidence Interval,,Not Used,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciUpperLimit,,,198.1.1.1.1,TEXT - text
319,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciLowerLimitComment,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisCILowerLimitComment,N,,,N,Y,MARKUP,N,Lower Limit Comment,Confidence Interval - lower limit comment,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciLowerLimitComment,,,198.1.1.1.1,MARKUP (max 250 chars) - markup
320,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciUpperLimitComment,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisCIUpperLimitComment,N,,,N,Y,MARKUP,N,Upper Limit Comment,"Confidence Interval - upper limit comment (Explain why the upper limit data are not available, if ""NA"" is reported as upper-limit of ""2-sided"" confidence interval.)",,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciUpperLimitComment,,,198.1.1.1.1,MARKUP (max 250 chars) - markup
321,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.estimateComment,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisEstimateComment,N,,,N,Y,MARKUP,N,Estimation Comment,,Legacy Field,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,estimateComment,,,198.1.1.1.1,MARKUP - markup
322,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.testedNonInferiority,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisTestedNonInferiority,N,,,N,Y,BOOLEAN,N,Non-inferiority or Equivalence Test Type,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,testedNonInferiority,,,198.1.1.1.1,BOOLEAN - boolean
323,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.nonInferiorityType,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisNonInferiorityType,N,,,N,Y,TEXT,Y,Type of Statistical Test,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,nonInferiorityType,,,198.1.1.1.1,TEXT (max 500 chars) - NonInferiorityType
324,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.nonInferiorityComment,Container or field used by the reporting schema; see child elements for specifics.,OutcomeAnalysisNonInferiorityComment,N,,,N,Y,MARKUP,N,Non-inferiority or Equivalence Comment,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,nonInferiorityComment,,,198.1.1.1.1,MARKUP (max 999 chars) - markup
325,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.otherAnalysisDescription,Free-text description providing details/context.,OutcomeAnalysisOtherAnalysisDescription,N,,,N,Y,MARKUP,N,Other Statistical Analysis,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,otherAnalysisDescription,,,198.1.1.1.1,MARKUP (max 500 chars) - markup
326,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.groupDescription,Free-text description providing details/context.,OutcomeAnalysisGroupDescription,N,,,N,Y,MARKUP,N,Selected Comparison Group Description,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,groupDescription,,,198.1.1.1.1,MARKUP - markup
327,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.groupIds,Identifier string for this element.,OutcomeAnalysisGroupId,N,,,Y,Y,TEXT,N,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,groupIds,,,198.1.1.1.1,TEXT - text[]
328,resultsSection.adverseEventsModule,,AdverseEventsModule,N,,,N,N,STRUCT,N,Adverse Events,,Required,2,resultsSection,adverseEventsModule,,,,,,198.1,STRUCT - AdverseEventsModule
329,resultsSection.adverseEventsModule.frequencyThreshold,,EventsFrequencyThreshold,N,,,N,Y,TEXT,N,Frequency Threshold,,"Required if Primary Completion Date is on or after January 18, 2017",3,resultsSection,adverseEventsModule,frequencyThreshold,,,,,198.1.1,TEXT (max 500 chars) - text
330,resultsSection.adverseEventsModule.timeFrame,,EventsTimeFrame,N,,,N,Y,TEXT,N,Adverse Event Time Frame,,Conditionally Required,3,resultsSection,adverseEventsModule,timeFrame,,,,,198.1.1,TEXT (max 500 chars) - text
331,resultsSection.adverseEventsModule.description,,EventsDescription,N,,,N,Y,MARKUP,N,Adverse Event Reporting Description,,Not used,3,resultsSection,adverseEventsModule,description,,,,,198.1.1,MARKUP - markup
332,resultsSection.adverseEventsModule.allCauseMortalityComment,,EventsAllCauseMortalityComment,N,,,N,Y,MARKUP,N,All Cause Mortality Comment,,Required,3,resultsSection,adverseEventsModule,allCauseMortalityComment,,,,,198.1.1,MARKUP - markup
333,resultsSection.adverseEventsModule.eventGroups,,EventGroup,N,,,Y,N,STRUCT,N,Arm/Group,,,3,resultsSection,adverseEventsModule,eventGroups,,,,,198.1.1,STRUCT - EventGroup[]
334,resultsSection.adverseEventsModule.eventGroups.id,,EventGroupId,N,,,N,Y,TEXT,N,Arm/Group ID,Internal group id,Required,4,resultsSection,adverseEventsModule,eventGroups,id,,,,198.1.1.1,TEXT - text
335,resultsSection.adverseEventsModule.eventGroups.title,,EventGroupTitle,N,,,N,Y,TEXT,N,Arm/Group Title,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,eventGroups,title,,,,198.1.1.1,TEXT (max 1500 chars) - text
336,resultsSection.adverseEventsModule.eventGroups.description,,EventGroupDescription,N,,,N,Y,MARKUP,N,Arm/Group Description,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,eventGroups,description,,,,198.1.1.1,MARKUP - markup
337,resultsSection.adverseEventsModule.eventGroups.deathsNumAffected,,EventGroupDeathsNumAffected,N,,,N,Y,TEXT,N,Total Number Affected by All-Cause Mortality,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,eventGroups,deathsNumAffected,,,,198.1.1.1,TEXT - integer
338,resultsSection.adverseEventsModule.eventGroups.deathsNumAtRisk,,EventGroupDeathsNumAtRisk,N,,,N,Y,TEXT,N,Total Number at Risk for All-Cause Mortality,,Required,4,resultsSection,adverseEventsModule,eventGroups,deathsNumAtRisk,,,,198.1.1.1,TEXT - integer
339,resultsSection.adverseEventsModule.eventGroups.seriousNumAffected,,EventGroupSeriousNumAffected,N,,,N,Y,TEXT,N,Number Affected by a Serious Adverse Event,,Required,4,resultsSection,adverseEventsModule,eventGroups,seriousNumAffected,,,,198.1.1.1,TEXT - integer
340,resultsSection.adverseEventsModule.eventGroups.seriousNumAtRisk,,EventGroupSeriousNumAtRisk,N,,,N,Y,TEXT,N,Number at Risk for a Serious Adverse Event,,Required,4,resultsSection,adverseEventsModule,eventGroups,seriousNumAtRisk,,,,198.1.1.1,TEXT - integer
341,resultsSection.adverseEventsModule.eventGroups.otherNumAffected,,EventGroupOtherNumAffected,N,,,N,Y,TEXT,N,Number Affected by Any Other Adverse Event,,Required,4,resultsSection,adverseEventsModule,eventGroups,otherNumAffected,,,,198.1.1.1,TEXT - integer
342,resultsSection.adverseEventsModule.eventGroups.otherNumAtRisk,,EventGroupOtherNumAtRisk,N,,,N,Y,TEXT,N,Number at Risk for Any Other Adverse Event,,,4,resultsSection,adverseEventsModule,eventGroups,otherNumAtRisk,,,,198.1.1.1,TEXT - integer
343,resultsSection.adverseEventsModule.seriousEvents,,SeriousEvent,N,,,Y,N,STRUCT,N,Serious Adverse Event,"A table of all anticipated and unanticipated serious adverse events, grouped by organ system, with the number and frequency of such events by arm or comparison group of the clinical study.",Required,3,resultsSection,adverseEventsModule,seriousEvents,,,,,198.1.1,STRUCT (max 100 chars) - AdverseEvent[]
344,resultsSection.adverseEventsModule.seriousEvents.term,,SeriousEventTerm,N,,,N,Y,TEXT,N,Adverse Event Term,,Required,4,resultsSection,adverseEventsModule,seriousEvents,term,,,,198.1.1.1,TEXT - text
345,resultsSection.adverseEventsModule.seriousEvents.organSystem,,SeriousEventOrganSystem,N,,,N,Y,TEXT,N,Organ System,,,4,resultsSection,adverseEventsModule,seriousEvents,organSystem,,,,198.1.1.1,TEXT (max 20 chars) - text
346,resultsSection.adverseEventsModule.seriousEvents.sourceVocabulary,,SeriousEventSourceVocabulary,N,,,N,Y,TEXT,N,Source Vocabulary Name for Serious Adverse Event,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,seriousEvents,sourceVocabulary,,,,198.1.1.1,TEXT - text
347,resultsSection.adverseEventsModule.seriousEvents.assessmentType,,SeriousEventAssessmentType,N,,,N,Y,TEXT,Y,Collection Approach (or Collection Approach for Table Default required),,,4,resultsSection,adverseEventsModule,seriousEvents,assessmentType,,,,198.1.1.1,TEXT (max 250 chars) - EventAssessment
348,resultsSection.adverseEventsModule.seriousEvents.notes,,SeriousEventNotes,N,,,N,Y,MARKUP,N,Serious Adverse Event Term Additional Description,,,4,resultsSection,adverseEventsModule,seriousEvents,notes,,,,198.1.1.1,MARKUP - markup
349,resultsSection.adverseEventsModule.seriousEvents.stats,,SeriousEventStats,N,,,Y,N,STRUCT,N,Statistical information,Statistical information for each Serious Adverse Event,,4,resultsSection,adverseEventsModule,seriousEvents,stats,,,,198.1.1.1,STRUCT - EventStats[]
350,resultsSection.adverseEventsModule.seriousEvents.stats.groupId,,SeriousEventStatsGroupId,N,,,N,Y,TEXT,N,Group ID,Internal Arm/Group ID,,5,resultsSection,adverseEventsModule,seriousEvents,stats,groupId,,,198.1.1.1.1,TEXT - text
351,resultsSection.adverseEventsModule.seriousEvents.stats.numEvents,,SeriousEventStatsNumEvents,N,,,N,Y,TEXT,N,Number of Serious Events in an Arm/Group,,Required,5,resultsSection,adverseEventsModule,seriousEvents,stats,numEvents,,,198.1.1.1.1,TEXT - integer
352,resultsSection.adverseEventsModule.seriousEvents.stats.numAffected,,SeriousEventStatsNumAffected,N,,,N,Y,TEXT,N,Number of Participants Affected,,Required,5,resultsSection,adverseEventsModule,seriousEvents,stats,numAffected,,,198.1.1.1.1,TEXT - integer
353,resultsSection.adverseEventsModule.seriousEvents.stats.numAtRisk,,SeriousEventStatsNumAtRisk,N,,,N,Y,TEXT,N,Number of Participants at Risk,,internally calculated,5,resultsSection,adverseEventsModule,seriousEvents,stats,numAtRisk,,,198.1.1.1.1,TEXT - integer
354,resultsSection.adverseEventsModule.otherEvents,,OtherEvent,N,,,Y,N,STRUCT,N,Other Adverse Events,Other (Not Including Serious) Adverse Events - similar to Serious AE,,3,resultsSection,adverseEventsModule,otherEvents,,,,,198.1.1,STRUCT - AdverseEvent[]
355,resultsSection.adverseEventsModule.otherEvents.term,,OtherEventTerm,N,,,N,Y,TEXT,N,,,,4,resultsSection,adverseEventsModule,otherEvents,term,,,,198.1.1.1,TEXT - text
356,resultsSection.adverseEventsModule.otherEvents.organSystem,,OtherEventOrganSystem,N,,,N,Y,TEXT,N,,,,4,resultsSection,adverseEventsModule,otherEvents,organSystem,,,,198.1.1.1,TEXT - text
357,resultsSection.adverseEventsModule.otherEvents.sourceVocabulary,,OtherEventSourceVocabulary,N,,,N,Y,TEXT,N,,,,4,resultsSection,adverseEventsModule,otherEvents,sourceVocabulary,,,,198.1.1.1,TEXT - text
358,resultsSection.adverseEventsModule.otherEvents.assessmentType,,OtherEventAssessmentType,N,,,N,Y,TEXT,Y,,,,4,resultsSection,adverseEventsModule,otherEvents,assessmentType,,,,198.1.1.1,TEXT - EventAssessment
359,resultsSection.adverseEventsModule.otherEvents.notes,,OtherEventNotes,N,,,N,Y,MARKUP,N,,,,4,resultsSection,adverseEventsModule,otherEvents,notes,,,,198.1.1.1,MARKUP - markup
360,resultsSection.adverseEventsModule.otherEvents.stats,,OtherEventStats,N,,,Y,N,STRUCT,N,,,,4,resultsSection,adverseEventsModule,otherEvents,stats,,,,198.1.1.1,STRUCT - EventStats[]
361,resultsSection.adverseEventsModule.otherEvents.stats.groupId,,OtherEventStatsGroupId,N,,,N,Y,TEXT,N,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,groupId,,,198.1.1.1.1,TEXT - text
362,resultsSection.adverseEventsModule.otherEvents.stats.numEvents,,OtherEventStatsNumEvents,N,,,N,Y,TEXT,N,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,numEvents,,,198.1.1.1.1,TEXT - integer
363,resultsSection.adverseEventsModule.otherEvents.stats.numAffected,,OtherEventStatsNumAffected,N,,,N,Y,TEXT,N,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,numAffected,,,198.1.1.1.1,TEXT - integer
364,resultsSection.adverseEventsModule.otherEvents.stats.numAtRisk,,OtherEventStatsNumAtRisk,N,,,N,Y,TEXT,N,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,numAtRisk,,,198.1.1.1.1,TEXT - integer
365,resultsSection.moreInfoModule,,MoreInfoModule,N,,,N,N,STRUCT,N,More Information Module,,,2,resultsSection,moreInfoModule,,,,,,198.1,STRUCT - MoreInfoModule
366,resultsSection.moreInfoModule.limitationsAndCaveats,,LimitationsAndCaveats,N,,,N,N,STRUCT,N,Limitations and Caveats,,,3,resultsSection,moreInfoModule,limitationsAndCaveats,,,,,198.1.1,STRUCT (max 500 chars) - LimitationsAndCaveats
367,resultsSection.moreInfoModule.limitationsAndCaveats.description,,LimitationsAndCaveatsDescription,N,,,N,Y,MARKUP,N,Limitations and Caveats Description,,,4,resultsSection,moreInfoModule,limitationsAndCaveats,description,,,,198.1.1.1,MARKUP - markup
368,resultsSection.moreInfoModule.certainAgreement,,CertainAgreement,N,,,N,N,STRUCT,N,Certain Agreement,,Required,3,resultsSection,moreInfoModule,certainAgreement,,,,,198.1.1,STRUCT - CertainAgreement
369,resultsSection.moreInfoModule.certainAgreement.piSponsorEmployee,,AgreementPISponsorEmployee,N,,,N,Y,BOOLEAN,N,Agreement PI Sponsor Employee,,"If PIs are not NOT employees, and there are restrictions, the types of restriction (GT60 is greater than 60, less than or equal to 180 days; LTE is less than or equal to 60 days) - Other requires a free text explanation",4,resultsSection,moreInfoModule,certainAgreement,piSponsorEmployee,,,,198.1.1.1,BOOLEAN - boolean
370,resultsSection.moreInfoModule.certainAgreement.restrictionType,,AgreementRestrictionType,N,,,N,Y,TEXT,Y,Agreement Restriction Type,,Conditionally Required,4,resultsSection,moreInfoModule,certainAgreement,restrictionType,,,,198.1.1.1,TEXT - AgreementRestrictionType
371,resultsSection.moreInfoModule.certainAgreement.restrictiveAgreement,,AgreementRestrictiveAgreement,N,,,N,Y,BOOLEAN,N,Agreement Restrictive Agreement,,,4,resultsSection,moreInfoModule,certainAgreement,restrictiveAgreement,,,,198.1.1.1,BOOLEAN (max 500 chars) - boolean
372,resultsSection.moreInfoModule.certainAgreement.otherDetails,,AgreementOtherDetails,N,,,N,Y,MARKUP,N,Agreement Other Details,,,4,resultsSection,moreInfoModule,certainAgreement,otherDetails,,,,198.1.1.1,MARKUP - markup
373,resultsSection.moreInfoModule.pointOfContact,,PointOfContact,N,,,N,N,STRUCT,N,Point of Contact,,Required,3,resultsSection,moreInfoModule,pointOfContact,,,,,198.1.1,STRUCT (max 1000 chars) - PointOfContact
374,resultsSection.moreInfoModule.pointOfContact.title,,PointOfContactTitle,N,,,N,Y,TEXT,N,Point of Contact Title,,Required,4,resultsSection,moreInfoModule,pointOfContact,title,,,,198.1.1.1,TEXT (max 255 chars) - text
