No,FieldIndex,Piece,TargetYN,ListYN,IsLeaf,SourceType,IsEnum,MaxChars,Title,Description,Rules,Depth,L1,L2,L3,L4,L5,L6,L7,Idx,Type
310,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.dispersionValue,OutcomeAnalysisDispersionValue,N,N,Y,TEXT,N,40,Parameter Dispersion Value,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,dispersionValue,,,198.1.1.1.1,TEXT (max 40 chars) - text
311,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.statisticalMethod,OutcomeAnalysisStatisticalMethod,N,N,Y,TEXT,N,150,Statistical Method,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,statisticalMethod,,,198.1.1.1.1,TEXT (max 150 chars) - text
312,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.statisticalComment,OutcomeAnalysisStatisticalComment,N,N,Y,MARKUP,N,,Statistical Comment,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,statisticalComment,,,198.1.1.1.1,MARKUP - markup
313,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.pValue,OutcomeAnalysisPValue,N,N,Y,TEXT,N,250,P-Value,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,pValue,,,198.1.1.1.1,TEXT (max 250 chars) - text
314,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.pValueComment,OutcomeAnalysisPValueComment,N,N,Y,MARKUP,N,,P-Value Comment,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,pValueComment,,,198.1.1.1.1,MARKUP - markup
315,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciNumSides,OutcomeAnalysisCINumSides,N,N,Y,TEXT,Y,,Number of Sides for Confidence Interval,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciNumSides,,,198.1.1.1.1,TEXT - ConfidenceIntervalNumSides
316,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciPctValue,OutcomeAnalysisCIPctValue,N,N,Y,TEXT,N,,Percentage for Confidence Interval,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciPctValue,,,198.1.1.1.1,TEXT - text
317,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciLowerLimit,OutcomeAnalysisCILowerLimit,N,N,Y,TEXT,N,,Lower Limit for 2-sided Confidence Interval,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciLowerLimit,,,198.1.1.1.1,TEXT - text
318,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciUpperLimit,OutcomeAnalysisCIUpperLimit,N,N,Y,TEXT,N,,Upper Limit for 2-sided Confidence Interval,,Not Used,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciUpperLimit,,,198.1.1.1.1,TEXT - text
319,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciLowerLimitComment,OutcomeAnalysisCILowerLimitComment,N,N,Y,MARKUP,N,250,Lower Limit Comment,Confidence Interval - lower limit comment,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciLowerLimitComment,,,198.1.1.1.1,MARKUP (max 250 chars) - markup
320,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.ciUpperLimitComment,OutcomeAnalysisCIUpperLimitComment,N,N,Y,MARKUP,N,250,Upper Limit Comment,"Confidence Interval - upper limit comment (Explain why the upper limit data are not available, if ""NA"" is reported as upper-limit of ""2-sided"" confidence interval.)",,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,ciUpperLimitComment,,,198.1.1.1.1,MARKUP (max 250 chars) - markup
321,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.estimateComment,OutcomeAnalysisEstimateComment,N,N,Y,MARKUP,N,,Estimation Comment,,Legacy Field,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,estimateComment,,,198.1.1.1.1,MARKUP - markup
322,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.testedNonInferiority,OutcomeAnalysisTestedNonInferiority,N,N,Y,BOOLEAN,N,,Non-inferiority or Equivalence Test Type,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,testedNonInferiority,,,198.1.1.1.1,BOOLEAN - boolean
323,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.nonInferiorityType,OutcomeAnalysisNonInferiorityType,N,N,Y,TEXT,Y,500,Type of Statistical Test,,Conditionally Required,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,nonInferiorityType,,,198.1.1.1.1,TEXT (max 500 chars) - NonInferiorityType
324,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.nonInferiorityComment,OutcomeAnalysisNonInferiorityComment,N,N,Y,MARKUP,N,999,Non-inferiority or Equivalence Comment,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,nonInferiorityComment,,,198.1.1.1.1,MARKUP (max 999 chars) - markup
325,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.otherAnalysisDescription,OutcomeAnalysisOtherAnalysisDescription,N,N,Y,MARKUP,N,500,Other Statistical Analysis,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,otherAnalysisDescription,,,198.1.1.1.1,MARKUP (max 500 chars) - markup
326,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.groupDescription,OutcomeAnalysisGroupDescription,N,N,Y,MARKUP,N,,Selected Comparison Group Description,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,groupDescription,,,198.1.1.1.1,MARKUP - markup
327,resultsSection.outcomeMeasuresModule.outcomeMeasures.analyses.groupIds,OutcomeAnalysisGroupId,N,Y,Y,TEXT,N,,,,,5,resultsSection,outcomeMeasuresModule,outcomeMeasures,analyses,groupIds,,,198.1.1.1.1,TEXT - text[]
328,resultsSection.adverseEventsModule,AdverseEventsModule,N,N,N,STRUCT,N,,Adverse Events,,Required,2,resultsSection,adverseEventsModule,,,,,,198.1,STRUCT - AdverseEventsModule
329,resultsSection.adverseEventsModule.frequencyThreshold,EventsFrequencyThreshold,N,N,Y,TEXT,N,500,Frequency Threshold,,"Required if Primary Completion Date is on or after January 18, 2017",3,resultsSection,adverseEventsModule,frequencyThreshold,,,,,198.1.1,TEXT (max 500 chars) - text
330,resultsSection.adverseEventsModule.timeFrame,EventsTimeFrame,N,N,Y,TEXT,N,500,Adverse Event Time Frame,,Conditionally Required,3,resultsSection,adverseEventsModule,timeFrame,,,,,198.1.1,TEXT (max 500 chars) - text
331,resultsSection.adverseEventsModule.description,EventsDescription,N,N,Y,MARKUP,N,,Adverse Event Reporting Description,,Not used,3,resultsSection,adverseEventsModule,description,,,,,198.1.1,MARKUP - markup
332,resultsSection.adverseEventsModule.allCauseMortalityComment,EventsAllCauseMortalityComment,N,N,Y,MARKUP,N,,All Cause Mortality Comment,,Required,3,resultsSection,adverseEventsModule,allCauseMortalityComment,,,,,198.1.1,MARKUP - markup
333,resultsSection.adverseEventsModule.eventGroups,EventGroup,N,Y,N,STRUCT,N,,Arm/Group,,,3,resultsSection,adverseEventsModule,eventGroups,,,,,198.1.1,STRUCT - EventGroup[]
334,resultsSection.adverseEventsModule.eventGroups.id,EventGroupId,N,N,Y,TEXT,N,,Arm/Group ID,Internal group id,Required,4,resultsSection,adverseEventsModule,eventGroups,id,,,,198.1.1.1,TEXT - text
335,resultsSection.adverseEventsModule.eventGroups.title,EventGroupTitle,N,N,Y,TEXT,N,1500,Arm/Group Title,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,eventGroups,title,,,,198.1.1.1,TEXT (max 1500 chars) - text
336,resultsSection.adverseEventsModule.eventGroups.description,EventGroupDescription,N,N,Y,MARKUP,N,,Arm/Group Description,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,eventGroups,description,,,,198.1.1.1,MARKUP - markup
337,resultsSection.adverseEventsModule.eventGroups.deathsNumAffected,EventGroupDeathsNumAffected,N,N,Y,TEXT,N,,Total Number Affected by All-Cause Mortality,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,eventGroups,deathsNumAffected,,,,198.1.1.1,TEXT - integer
338,resultsSection.adverseEventsModule.eventGroups.deathsNumAtRisk,EventGroupDeathsNumAtRisk,N,N,Y,TEXT,N,,Total Number at Risk for All-Cause Mortality,,Required,4,resultsSection,adverseEventsModule,eventGroups,deathsNumAtRisk,,,,198.1.1.1,TEXT - integer
339,resultsSection.adverseEventsModule.eventGroups.seriousNumAffected,EventGroupSeriousNumAffected,N,N,Y,TEXT,N,,Number Affected by a Serious Adverse Event,,Required,4,resultsSection,adverseEventsModule,eventGroups,seriousNumAffected,,,,198.1.1.1,TEXT - integer
340,resultsSection.adverseEventsModule.eventGroups.seriousNumAtRisk,EventGroupSeriousNumAtRisk,N,N,Y,TEXT,N,,Number at Risk for a Serious Adverse Event,,Required,4,resultsSection,adverseEventsModule,eventGroups,seriousNumAtRisk,,,,198.1.1.1,TEXT - integer
341,resultsSection.adverseEventsModule.eventGroups.otherNumAffected,EventGroupOtherNumAffected,N,N,Y,TEXT,N,,Number Affected by Any Other Adverse Event,,Required,4,resultsSection,adverseEventsModule,eventGroups,otherNumAffected,,,,198.1.1.1,TEXT - integer
342,resultsSection.adverseEventsModule.eventGroups.otherNumAtRisk,EventGroupOtherNumAtRisk,N,N,Y,TEXT,N,,Number at Risk for Any Other Adverse Event,,,4,resultsSection,adverseEventsModule,eventGroups,otherNumAtRisk,,,,198.1.1.1,TEXT - integer
343,resultsSection.adverseEventsModule.seriousEvents,SeriousEvent,N,Y,N,STRUCT,N,100,Serious Adverse Event,"A table of all anticipated and unanticipated serious adverse events, grouped by organ system, with the number and frequency of such events by arm or comparison group of the clinical study.",Required,3,resultsSection,adverseEventsModule,seriousEvents,,,,,198.1.1,STRUCT (max 100 chars) - AdverseEvent[]
344,resultsSection.adverseEventsModule.seriousEvents.term,SeriousEventTerm,N,N,Y,TEXT,N,,Adverse Event Term,,Required,4,resultsSection,adverseEventsModule,seriousEvents,term,,,,198.1.1.1,TEXT - text
345,resultsSection.adverseEventsModule.seriousEvents.organSystem,SeriousEventOrganSystem,N,N,Y,TEXT,N,20,Organ System,,,4,resultsSection,adverseEventsModule,seriousEvents,organSystem,,,,198.1.1.1,TEXT (max 20 chars) - text
346,resultsSection.adverseEventsModule.seriousEvents.sourceVocabulary,SeriousEventSourceVocabulary,N,N,Y,TEXT,N,,Source Vocabulary Name for Serious Adverse Event,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,adverseEventsModule,seriousEvents,sourceVocabulary,,,,198.1.1.1,TEXT - text
347,resultsSection.adverseEventsModule.seriousEvents.assessmentType,SeriousEventAssessmentType,N,N,Y,TEXT,Y,250,Collection Approach (or Collection Approach for Table Default required),,,4,resultsSection,adverseEventsModule,seriousEvents,assessmentType,,,,198.1.1.1,TEXT (max 250 chars) - EventAssessment
348,resultsSection.adverseEventsModule.seriousEvents.notes,SeriousEventNotes,N,N,Y,MARKUP,N,,Serious Adverse Event Term Additional Description,,,4,resultsSection,adverseEventsModule,seriousEvents,notes,,,,198.1.1.1,MARKUP - markup
349,resultsSection.adverseEventsModule.seriousEvents.stats,SeriousEventStats,N,Y,N,STRUCT,N,,Statistical information,Statistical information for each Serious Adverse Event,,4,resultsSection,adverseEventsModule,seriousEvents,stats,,,,198.1.1.1,STRUCT - EventStats[]
350,resultsSection.adverseEventsModule.seriousEvents.stats.groupId,SeriousEventStatsGroupId,N,N,Y,TEXT,N,,Group ID,Internal Arm/Group ID,,5,resultsSection,adverseEventsModule,seriousEvents,stats,groupId,,,198.1.1.1.1,TEXT - text
351,resultsSection.adverseEventsModule.seriousEvents.stats.numEvents,SeriousEventStatsNumEvents,N,N,Y,TEXT,N,,Number of Serious Events in an Arm/Group,,Required,5,resultsSection,adverseEventsModule,seriousEvents,stats,numEvents,,,198.1.1.1.1,TEXT - integer
352,resultsSection.adverseEventsModule.seriousEvents.stats.numAffected,SeriousEventStatsNumAffected,N,N,Y,TEXT,N,,Number of Participants Affected,,Required,5,resultsSection,adverseEventsModule,seriousEvents,stats,numAffected,,,198.1.1.1.1,TEXT - integer
353,resultsSection.adverseEventsModule.seriousEvents.stats.numAtRisk,SeriousEventStatsNumAtRisk,N,N,Y,TEXT,N,,Number of Participants at Risk,,internally calculated,5,resultsSection,adverseEventsModule,seriousEvents,stats,numAtRisk,,,198.1.1.1.1,TEXT - integer
354,resultsSection.adverseEventsModule.otherEvents,OtherEvent,N,Y,N,STRUCT,N,,Other Adverse Events,Other (Not Including Serious) Adverse Events - similar to Serious AE,,3,resultsSection,adverseEventsModule,otherEvents,,,,,198.1.1,STRUCT - AdverseEvent[]
355,resultsSection.adverseEventsModule.otherEvents.term,OtherEventTerm,N,N,Y,TEXT,N,,,,,4,resultsSection,adverseEventsModule,otherEvents,term,,,,198.1.1.1,TEXT - text
356,resultsSection.adverseEventsModule.otherEvents.organSystem,OtherEventOrganSystem,N,N,Y,TEXT,N,,,,,4,resultsSection,adverseEventsModule,otherEvents,organSystem,,,,198.1.1.1,TEXT - text
357,resultsSection.adverseEventsModule.otherEvents.sourceVocabulary,OtherEventSourceVocabulary,N,N,Y,TEXT,N,,,,,4,resultsSection,adverseEventsModule,otherEvents,sourceVocabulary,,,,198.1.1.1,TEXT - text
358,resultsSection.adverseEventsModule.otherEvents.assessmentType,OtherEventAssessmentType,N,N,Y,TEXT,Y,,,,,4,resultsSection,adverseEventsModule,otherEvents,assessmentType,,,,198.1.1.1,TEXT - EventAssessment
359,resultsSection.adverseEventsModule.otherEvents.notes,OtherEventNotes,N,N,Y,MARKUP,N,,,,,4,resultsSection,adverseEventsModule,otherEvents,notes,,,,198.1.1.1,MARKUP - markup
360,resultsSection.adverseEventsModule.otherEvents.stats,OtherEventStats,N,Y,N,STRUCT,N,,,,,4,resultsSection,adverseEventsModule,otherEvents,stats,,,,198.1.1.1,STRUCT - EventStats[]
361,resultsSection.adverseEventsModule.otherEvents.stats.groupId,OtherEventStatsGroupId,N,N,Y,TEXT,N,,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,groupId,,,198.1.1.1.1,TEXT - text
362,resultsSection.adverseEventsModule.otherEvents.stats.numEvents,OtherEventStatsNumEvents,N,N,Y,TEXT,N,,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,numEvents,,,198.1.1.1.1,TEXT - integer
363,resultsSection.adverseEventsModule.otherEvents.stats.numAffected,OtherEventStatsNumAffected,N,N,Y,TEXT,N,,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,numAffected,,,198.1.1.1.1,TEXT - integer
364,resultsSection.adverseEventsModule.otherEvents.stats.numAtRisk,OtherEventStatsNumAtRisk,N,N,Y,TEXT,N,,,,,5,resultsSection,adverseEventsModule,otherEvents,stats,numAtRisk,,,198.1.1.1.1,TEXT - integer
365,resultsSection.moreInfoModule,MoreInfoModule,N,N,N,STRUCT,N,,More Information Module,,,2,resultsSection,moreInfoModule,,,,,,198.1,STRUCT - MoreInfoModule
366,resultsSection.moreInfoModule.limitationsAndCaveats,LimitationsAndCaveats,N,N,N,STRUCT,N,500,Limitations and Caveats,,,3,resultsSection,moreInfoModule,limitationsAndCaveats,,,,,198.1.1,STRUCT (max 500 chars) - LimitationsAndCaveats
367,resultsSection.moreInfoModule.limitationsAndCaveats.description,LimitationsAndCaveatsDescription,N,N,Y,MARKUP,N,,Limitations and Caveats Description,,,4,resultsSection,moreInfoModule,limitationsAndCaveats,description,,,,198.1.1.1,MARKUP - markup
368,resultsSection.moreInfoModule.certainAgreement,CertainAgreement,N,N,N,STRUCT,N,,Certain Agreement,,Required,3,resultsSection,moreInfoModule,certainAgreement,,,,,198.1.1,STRUCT - CertainAgreement
369,resultsSection.moreInfoModule.certainAgreement.piSponsorEmployee,AgreementPISponsorEmployee,N,N,Y,BOOLEAN,N,,Agreement PI Sponsor Employee,,"If PIs are not NOT employees, and there are restrictions, the types of restriction (GT60 is greater than 60, less than or equal to 180 days; LTE is less than or equal to 60 days) - Other requires a free text explanation",4,resultsSection,moreInfoModule,certainAgreement,piSponsorEmployee,,,,198.1.1.1,BOOLEAN - boolean
370,resultsSection.moreInfoModule.certainAgreement.restrictionType,AgreementRestrictionType,N,N,Y,TEXT,Y,,Agreement Restriction Type,,Conditionally Required,4,resultsSection,moreInfoModule,certainAgreement,restrictionType,,,,198.1.1.1,TEXT - AgreementRestrictionType
371,resultsSection.moreInfoModule.certainAgreement.restrictiveAgreement,AgreementRestrictiveAgreement,N,N,Y,BOOLEAN,N,500,Agreement Restrictive Agreement,,,4,resultsSection,moreInfoModule,certainAgreement,restrictiveAgreement,,,,198.1.1.1,BOOLEAN (max 500 chars) - boolean
372,resultsSection.moreInfoModule.certainAgreement.otherDetails,AgreementOtherDetails,N,N,Y,MARKUP,N,,Agreement Other Details,,,4,resultsSection,moreInfoModule,certainAgreement,otherDetails,,,,198.1.1.1,MARKUP - markup
373,resultsSection.moreInfoModule.pointOfContact,PointOfContact,N,N,N,STRUCT,N,1000,Point of Contact,,Required,3,resultsSection,moreInfoModule,pointOfContact,,,,,198.1.1,STRUCT (max 1000 chars) - PointOfContact
374,resultsSection.moreInfoModule.pointOfContact.title,PointOfContactTitle,N,N,Y,TEXT,N,255,Point of Contact Title,,Required,4,resultsSection,moreInfoModule,pointOfContact,title,,,,198.1.1.1,TEXT (max 255 chars) - text
375,resultsSection.moreInfoModule.pointOfContact.organization,PointOfContactOrganization,N,N,Y,TEXT,N,255,Point of Contact Organization,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,moreInfoModule,pointOfContact,organization,,,,198.1.1.1,TEXT (max 255 chars) - text
376,resultsSection.moreInfoModule.pointOfContact.email,PointOfContactEMail,N,N,Y,TEXT,N,30,Point of Contact Email,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,moreInfoModule,pointOfContact,email,,,,198.1.1.1,TEXT (max 30 chars) - text
377,resultsSection.moreInfoModule.pointOfContact.phone,PointOfContactPhone,N,N,Y,TEXT,N,10,Point of Contact Phone,,,4,resultsSection,moreInfoModule,pointOfContact,phone,,,,198.1.1.1,TEXT (max 10 chars) - text
378,resultsSection.moreInfoModule.pointOfContact.phoneExt,PointOfContactPhoneExt,N,N,Y,TEXT,N,,Point of Contact Phone Extension,,,4,resultsSection,moreInfoModule,pointOfContact,phoneExt,,,,198.1.1.1,TEXT - text
379,annotationSection,AnnotationSection,N,N,N,STRUCT,N,,Annotation Section,Internally generated Annotation section,,1,annotationSection,,,,,,,379,STRUCT - AnnotationSection
380,annotationSection.annotationModule,AnnotationModule,N,N,N,STRUCT,N,,Annotation Module,,,2,annotationSection,annotationModule,,,,,,379.1,STRUCT - AnnotationModule
381,annotationSection.annotationModule.unpostedAnnotation,UnpostedAnnotation,N,N,N,STRUCT,N,,Unposted Annotation,Tracking information for study results submission/QA review process (Results Submitted but not yet Published),,3,annotationSection,annotationModule,unpostedAnnotation,,,,,379.1.1,STRUCT - UnpostedAnnotation
382,annotationSection.annotationModule.unpostedAnnotation.unpostedResponsibleParty,UnpostedResponsibleParty,N,N,Y,TEXT,N,,Responsible Party for Unposted Events,Information provider (Responsible Party),,4,annotationSection,annotationModule,unpostedAnnotation,unpostedResponsibleParty,,,,379.1.1.1,TEXT - text
383,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents,UnpostedEvent,N,Y,N,STRUCT,N,,Unposted Event,"A Results Release, UnRelease or Reset event",,4,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,,,,379.1.1.1,STRUCT - UnpostedEvent[]
384,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents.type,UnpostedEventType,N,N,Y,TEXT,Y,,Study Results Submission Type,Study Results Submission Type,,5,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,type,,,379.1.1.1.1,TEXT - UnpostedEventType
385,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents.date,UnpostedEventDate,N,N,Y,DATE,N,,Study Results Submission Date,Study Results Submission Date,,5,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,date,,,379.1.1.1.1,DATE - NormalizedDate
386,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents.dateUnknown,UnpostedEventDateUnknown,N,N,Y,BOOLEAN,N,,Unposted Event Date is Unknown,,,5,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,dateUnknown,,,379.1.1.1.1,BOOLEAN - boolean
387,annotationSection.annotationModule.violationAnnotation,ViolationAnnotation,N,N,N,STRUCT,N,,FDAAA 801 Violations,FDAAA 801 Violations - entered by PRS admins,,3,annotationSection,annotationModule,violationAnnotation,,,,,379.1.1,STRUCT - ViolationAnnotation
388,annotationSection.annotationModule.violationAnnotation.violationEvents,ViolationEvent,N,Y,N,STRUCT,N,,Violation Event,"PRS admin can enter one of the following types and descriptions, or other text",,4,annotationSection,annotationModule,violationAnnotation,violationEvents,,,,379.1.1.1,STRUCT - ViolationEvent[]
389,annotationSection.annotationModule.violationAnnotation.violationEvents.type,ViolationEventType,N,N,Y,TEXT,Y,,Violation Event Type,"• Violation Identified by FDA
 • Correction Confirmed by FDA
 • Penalty Imposed by FDA",,5,annotationSection,annotationModule,violationAnnotation,violationEvents,type,,,379.1.1.1.1,TEXT - ViolationEventType
390,annotationSection.annotationModule.violationAnnotation.violationEvents.description,ViolationEventDescription,N,N,Y,TEXT,N,,Violation Event Type Description,"• Failure to Submit. The entry for this clinical trial was not complete at the time of submission, as required by law. This may or may not have any bearing on the accuracy of the information in the entry.
 • Submission of False Information. The entry for this clinical trial was found to be false or misleading and therefore not in compliance with the law.
 • Non-submission. The entry for this clinical trial did not contain information on the primary and secondary outcomes at the time of submission, as required by law. This may or may not have any bearing on the accuracy of the information in the entry.
 • The responsible party has corrected the violation.
 • A $XX,XXX penalty was imposed against the responsible party for the violation.",,5,annotationSection,annotationModule,violationAnnotation,violationEvents,description,,,379.1.1.1.1,TEXT - text
391,annotationSection.annotationModule.violationAnnotation.violationEvents.creationDate,ViolationEventCreationDate,N,N,Y,DATE,N,,Violation Event Creation Date,Date the violation entered in PRS,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,creationDate,,,379.1.1.1.1,DATE - NormalizedDate
392,annotationSection.annotationModule.violationAnnotation.violationEvents.issuedDate,ViolationEventIssuedDate,N,N,Y,DATE,N,,Violation Event Issued Date,Date the FDA issued the violation,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,issuedDate,,,379.1.1.1.1,DATE - NormalizedDate
393,annotationSection.annotationModule.violationAnnotation.violationEvents.releaseDate,ViolationEventReleaseDate,N,N,Y,DATE,N,,Violation Event Released Date,Date the study record was submitted,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,releaseDate,,,379.1.1.1.1,DATE - NormalizedDate
394,annotationSection.annotationModule.violationAnnotation.violationEvents.postedDate,ViolationEventPostedDate,N,N,Y,DATE,N,,Violation Event Posted Date,Date the violation is available on clinicaltrials.gov,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,postedDate,,,379.1.1.1.1,DATE - NormalizedDate
395,documentSection,DocumentSection,N,N,N,STRUCT,N,,Document Upload Information Section,,,1,documentSection,,,,,,,395,STRUCT - DocumentSection
396,documentSection.largeDocumentModule,LargeDocumentModule,N,N,N,STRUCT,N,,Document Upload Module,,Internal data,2,documentSection,largeDocumentModule,,,,,,395.1,STRUCT - LargeDocumentModule
397,documentSection.largeDocumentModule.noSap,LargeDocNoSAP,N,N,Y,BOOLEAN,N,,Document Has No Statistical Analysis Plan (SAP),Indicate that No Statistical Analysis Plan (SAP) exists for this study.,,3,documentSection,largeDocumentModule,noSap,,,,,395.1.1,BOOLEAN - boolean
398,documentSection.largeDocumentModule.largeDocs,LargeDoc,N,Y,N,STRUCT,N,,Uploaded Document Information,PDF/A document by data provider,,3,documentSection,largeDocumentModule,largeDocs,,,,,395.1.1,STRUCT - LargeDoc[]
399,documentSection.largeDocumentModule.largeDocs.typeAbbrev,LargeDocTypeAbbrev,N,N,Y,TEXT,N,,Document Type,,,4,documentSection,largeDocumentModule,largeDocs,typeAbbrev,,,,395.1.1.1,TEXT - text
400,documentSection.largeDocumentModule.largeDocs.hasProtocol,LargeDocHasProtocol,N,N,Y,TEXT,N,,Document Includes Study Protocol,Indicate if document includes Study Protocol (Yes/No),,4,documentSection,largeDocumentModule,largeDocs,hasProtocol,,,,395.1.1.1,TEXT - boolean
401,documentSection.largeDocumentModule.largeDocs.hasSap,LargeDocHasSAP,N,N,Y,TEXT,N,,Document Includes Statistical Analysis Plan (SAP),Indicate is document includes Statistical Analysis Plan (Yes/No),,4,documentSection,largeDocumentModule,largeDocs,hasSap,,,,395.1.1.1,TEXT - boolean
402,documentSection.largeDocumentModule.largeDocs.hasIcf,LargeDocHasICF,N,N,Y,TEXT,N,,Document Includes Informed Consent Form (ICF),Indicate if document includes Informed Consent Form (Yes/No),,4,documentSection,largeDocumentModule,largeDocs,hasIcf,,,,395.1.1.1,TEXT - boolean
403,documentSection.largeDocumentModule.largeDocs.label,LargeDocLabel,N,N,Y,TEXT,N,,Document Label,,,4,documentSection,largeDocumentModule,largeDocs,label,,,,395.1.1.1,TEXT - text
404,documentSection.largeDocumentModule.largeDocs.date,LargeDocDate,N,N,Y,DATE,N,,Document Date,,Internally generated,4,documentSection,largeDocumentModule,largeDocs,date,,,,395.1.1.1,DATE - NormalizedDate
405,documentSection.largeDocumentModule.largeDocs.uploadDate,LargeDocUploadDate,N,N,Y,DATE,N,,Document Uploaded Date,Date the document was uploaded to PRS,,4,documentSection,largeDocumentModule,largeDocs,uploadDate,,,,395.1.1.1,DATE - DateTimeMinutes
406,documentSection.largeDocumentModule.largeDocs.filename,LargeDocFilename,N,N,Y,TEXT,N,,Document File Name,Document file name (by data provider),internally calculated,4,documentSection,largeDocumentModule,largeDocs,filename,,,,395.1.1.1,TEXT - text
407,documentSection.largeDocumentModule.largeDocs.size,LargeDocSize,N,N,Y,"FUNC FileSize(NCTId, LargeDocFilename)",N,,Document File Size,Document file size,,4,documentSection,largeDocumentModule,largeDocs,size,,,,395.1.1.1,"FUNC FileSize(NCTId, LargeDocFilename) - long"
408,derivedSection,DerivedSection,N,N,N,STRUCT,N,,Derived Section,Internally Generated,,1,derivedSection,,,,,,,408,STRUCT - DerivedSection
409,derivedSection.miscInfoModule,MiscInfoModule,N,N,N,STRUCT,N,,Misc Information Module,,,2,derivedSection,miscInfoModule,,,,,,408.1,STRUCT - MiscInfoModule
410,derivedSection.miscInfoModule.versionHolder,VersionHolder,N,N,Y,DATE,N,,Version Holder,The most recent date where Ingest ran successfully,,3,derivedSection,miscInfoModule,versionHolder,,,,,408.1.1,DATE - NormalizedDate
411,derivedSection.miscInfoModule.removedCountries,RemovedCountry,N,Y,Y,TEXT,N,,Removed Countries,Country for which all locations have been removed from the study,,3,derivedSection,miscInfoModule,removedCountries,,,,,408.1.1,TEXT - text[]
412,derivedSection.miscInfoModule.submissionTracking,SubmissionTracking,N,N,N,STRUCT,N,,Submission Tracking,Results submission tracking,,3,derivedSection,miscInfoModule,submissionTracking,,,,,408.1.1,STRUCT - SubmissionTracking
